Sentiment,Text
θλίψη,"['κοτόπουλο', 'δείπνο', 'ελπίσω', 'αισθάνομαι', 'καλύτερα', 'κεφάλι', 'τα', 'μάτι', 'με', 'σκοτώνω']"
θλίψη,"['καταθλιπτικό']"
θλίψη,"['πονοκέφαλοι', 'χαζή']"
θλίψη,"['noes', 'παγωμένος', 'παγωτό', 'θέλω']"
θλίψη,"['λείπω']"
θλίψη,"['χέρι', 'έβλαψαν']"
θλίψη,"['πόσο', 'θλιβερό', 'η', 'οικογένεια', 'όπου', 'νάνας', 'πεθαίνω', 'λυσσαλέας', 'πιο', 'λυπηρό', 'πράγμα', 'έχω', 'δει']"
θλίψη,"['συγνώμη', 'μέρα', 'ήταν', 'κακή', 'γυρίστε', 'ποτό', 'καλό', 'σχέδιο']"
θλίψη,"['omnomnom', 'ήρθε', 'απευθείας', 'σύνδεση', '69', 'αναγνωσμένος', 'μηνύμαα', 'ηλεκτρονικός', 'ταχυδρομείο', 'και', 'συσσωρεύματά', 'από', 'χθες', 'tinyurl']"
θλίψη,"['σπίτι', 'ξεκινά', 'κυριακή', 'im', 'θλιβερό', 'δεν', 'μπορώ', 'αντέξω']"
θλίψη,"['θέλω', 'σας', 'ρωτήσω', 'κάποιον', 'θα', 'μπορώ', 'γυρίσω', 'δεν', 'μπορώ', 'θυμηθάω', 'όνομά', 'τώρα']"
έκπληξη,"['έκανα', 'βήμα', 'σας', 'αποδεικνύω', 'σας', 'αρνήθηκε', ',', 'ο', 'μπαμπάς', 'βήμα', 'μου', 'λέω', 'με', 'απογοητεύσω', 'το', 'δημοσιεύτηκε']"
θλίψη,"['δυστυχώς', 'δεν', 'ήρθε', 'ένα']"
θλίψη,"['ξαδέλφιο', 'μετακόμομαι', 'όπως', 'από', '2', 'χρόνια', 'μου', 'λείπει', 'πολύ', 'απλά', 'κοιτάζω', 'facebook', 'και', 'im', 'λυπημένο']"
θλίψη,"['πηγαίνω', 'κρεβάτι', 'παρακολουθώντας', 'τσι', 'ξυπνήστε', 'για', 'αντιμετωπίσετε', 'αρχή', 'περασμένος', 'καλοκαιρί', 'στο', 'λουτρό', 'σκουπίδια', 'κομμένα', 'για', 'είναι', 'σπίτι']"
θλίψη,"['μελέτη', 'μελέτη', 'μελέτη', 'ποια', 'διασκέδαση', 'σάββατο']"
θλίψη,"['μεγάλες', 'τσάντες', 'ψαρέμα', 'άφησαν', 'κόκκινος', 'σημάδι', 'χέρι']"
θλίψη,"['είναι', 'πολύ', 'καλός', 'μέρα', 'σπίτι']"
θλίψη,"['πραγματικά', 'κουρασμένο', 'πρέπει', 'δουλέψω', 'μέρα', 'η', 'σκέψη', 'με', 'καταπνίγω']"
θλίψη,"['ξέρω', 'νομίζω', 'θα', 'να', 'χάσω', 'αυτό', 'όταν', 'θυσιάζω', 'χρήματα', 'την', 'ευτυχία', 'εργασία', 'χάλι', 'κώλο']"
θλίψη,"['παίζω', 'απόψε', 'southend', 'έσπασε', 'λουρί', 'κιθάρα', 'έσπασε', 'τις', 'χορδή', 'έριξε', 'συνέχεια', 'κιθάρα', 'στη', 'σκηνή']"
έκπληξη,"['λοξοτομείτε', 'αποφοίτηση']"
θλίψη,"['σημαίνω']"
έκπληξη,"['μπορώ', 'διαβάσω', 'άρθρο', 'floyd', 'λέω', 'το', 'ιδιωτικό', 'περίεργο', 'λειτουργώ', 'μένα']"
θλίψη,"['κάθομαι', 'κάνω', 'γαμώ', 'κουρασμένοι']"
θλίψη,"['βαρεθώ', 'χάσω', 'ήδη']"
έκπληξη,"['έκαψαν', 'δάχτυλό', 'για', 'σάκχαρος', 'στο', 'αίμα', 'προσπαθώ', 'μην', 'κλαίω', 'twitpic', 'com67z2q']"
θλίψη,"['λείπει']"
θλίψη,"['selenagomez', 'τελευταίος', 'ημέρα', 'λήψη', 'αντίο', 'καναδά']"
θλίψη,"['απλά', 'έπρεπε', 'βροχή', 'μένα', 'μια', 'τέλειο', 'ημέρα', 'τα', 'ρούχα', 'είναι', 'βρεγμένος']"
θλίψη,"['χάλι', 'που', 'σας', 'λείπει']"
θλίψη,"['big', 'houston', 'είναι', 'μεγάλος', 'να', 'ξεπεράσω', 'προκλήσει', 'κίνηση', 'φωτογραφίας', 'cariphone', 'yfrog', 'com0xhu5j']"
θλίψη,"['παρακαλω', 'παρακαλω', 'οποιοδηποτε']"
θλίψη,"['λείπω', 'bffls', 'που', 'λείπω', 'νύχτες', 'νύχτα', 'παρασκευός', 'νύχτα', 'dogs', 'δείπνο', ',', 'ποιος', 'ξέρω', 'έχω', 'βράδυ']"
έκπληξη,"['θέλω', 'γίνω', 'χορτοφάγος', 'είναι', 'δύσκολος']"
έκπληξη,"['ουάου', 'μια', 'καταιγίδα', 'έχω', 'τώρα', 'εξουσία']"
θλίψη,"['άκουσος', 'ήταν', 'απογοητευτικό', 'είμαι', 'απογοητευμένος', 'πριν', 'ακόμη', 'να', 'δω', 'ένα', 'χάσιμο', 'c']"
θλίψη,"['κουρασμένος', 'χρειαστώ', 'να', 'πάω', 'ύπνος', 'λείπω', 'οι', 'Αμερικανοί', 'φίλος', 'βράδυ', 'μου', 'x']"
θλίψη,"['έκπληκτο', 'δεν', 'καταφέρνατε', 'ανακοινώσω', 'ολόκληρος', 'κόσμο', 'σώμα', 'βρήκε']"
θλίψη,"['αρέσω', 'φόρεμά', 'μου']"
θλίψη,"['πήγαινε', 'σπίτι', 'το', 'σχολείο', '2', '12', 'εβδομάδα', 'αριστερά', 'στη', 'συνέχεια', '2', 'θερινό', 'σχολείο']"
έκπληξη,"['προσπαθώντας', 'καταλάβω', 'το', 'πράγμα', 'πηγαίνω']"
θλίψη,"['χαρά', 'αισθάνομαι', 'το', 'μαγείρεμα', 'τόσο', 'κουρασμένο']"
έκπληξη,"['αμηχανίος', 'είχας', 'δει', 'tweets', 'ήταν', 'πάρω', 'τους', 'συμπαθητικούς', 'οπαδού', 'κάνω', 'καλύτερα', 'υπόσχομαι']"
θλίψη,"['πρόβα', 'θα', 'χάσω', 'παιχνίδι', 'παρακαλώ', 'κρατήστε', 'ενημέρωση', 'nuggets']"
θλίψη,"['ξέρω', 'dealin', 'αυτό', 'πάνω', '2', 'χρόνια']"
θλίψη,"['θα', 'μπορώ', 'πηγαίνω', 'cali', 'εμένος', '']"
θλίψη,"['αισθάνομαι', 'λυπημένο', ',', 'δεν', 'κάνω', 'καλό']"
θλίψη,"['aw', 'τους', 'χάσω', 'bb']"
θλίψη,"['λοξοτομώ', 'κάνω', 'θα', 'στο', 'vegas', 'το', 'σαββατοκύριακο']"
θλίψη,"['πρέπει', 'περιμένω', 'τον', 'ιανουάριο', 'ζωή', 'είναι', 'δίκαιη']"
θλίψη,"['λείπω', 'σπίτι', 'bids', 'σε', 'νύχτα', 'βλέπω', 'μικρό', 'bro', 'να', 'πάρω', 'υπόλοιπος', 'για', 'το', 'πάρτι', 'γενεθλίο', 'αύριο']"
θλίψη,"['ξέρω', 'πιπιλίζω', 'σχέδιο', 'δεδομένο', 'είναι', 'αδύναμη', 'σάλτσα']"
θλίψη,"['yea', 'βασανίσω', 'εαυτό', 'κάνω', 'μαραθώνιο', 'σκέλος', 'ima', 'κάνω', 'χορό', 'για', 'ώρες', 'til', 'μπορώ', 'κάνω']"
θλίψη,"['all', 'είναι', 'χάλι', 'ένας', 'αυτούς', 'σκέφτηκο', 'σύρω', 'lol']"
έκπληξη,"['schmoo', 'κινείται']"
θλίψη,"['δάσκαλος', 'μουσικός', 'έληξε', 'ξέχασε', 'μάθημά', 'μου', ',', 'αφήνω', 'από', 'αναμονή', 'να', 'πάρω', '1', 'ώρα']"
θλίψη,"['μετά', '6', 'δεν', 'πήρος', 'κλήση', 'καλά']"
θλίψη,"['δροσερό', 'κοιτάζοντα', 'τα', 'san', 'ήταν', 'ωραίος', 'κάνω', 'να', 'napa', 'και', 'την', 'φορά']"
θλίψη,"['προσπαθώ', 'καθορίσω', 'pic', ',', 'δεν', 'εργάζομαι', 'επίσης', 'μαμά', 'συνηθισμένος', 'επιτρέψτε', 'να', 'κοιμηθάω', 'από', 'κακή', 'μέρα']"
θλίψη,"['να', 'καλώ', 'την', 'προηγούμενη', 'ώρα', 'έχω', 'πριν', 'αυτό', 'στο', 'κρεβάτι', 'σωστός', 'ημικρανίο']"
θλίψη,"['αγνοεί', 'πόσο', 'θλιβερό', 'θλιβερός']"
θλίψη,"['κολλήσω', 'μια', 'κυκλοφοριακός', 'συμφόρηση', 'σήμερα', 'τώρα', 'ηλιαχτό', 'βραχίονο']"
θλίψη,"['Αγκαλιές', 'εξακολουθώ', 'αισθάνομαι', 'είμαι']"
θλίψη,"['δρόμο', 'για', 'δουλέψω', 'πολύ', 'λυπημένο']"
θλίψη,"['στο', 'eatin', 'grub', 'καίγομαι', 'μια', 'γεμάτη', 'μέρα', 'θέλω', 'πάνε', 'ταινία', 'ian', 'συμβαίνει']"
θλίψη,"['χάσαμε', 'κλήσει']"
θλίψη,"['περιμένω', 'υπνωτικά', 'χάπι', 'κλωτσήσω', 'είναι', 'κουρασμένα', 'εργασία']"
έκπληξη,"['επιλέξτε', 'tees', 'την', 'πώληση', 'walk', 'sodmg', 'πωλούνται', 'όμως']"
θλίψη,"['η', 'επίθεση', 'μπορώ', 'είναι', 'από', 'αισθάνομαι', 'κλαίω', 'ι', 'πραγματικά', 'θέλω', 'να', 'γιατί', 'είναι', 'με', 'ενοχλώ', 'πολύ']"
θλίψη,"['Λοξοτομώ', 'πήρε', 'κλειδί', 'για', 'κάνω', 'αυτοκίνητο']"
θλίψη,"['rockin', 'τον', 'ποταμό', 'μένα']"
έκπληξη,"['γιατί']"
θλίψη,"['συγγνώμη', 'χάσατε', 'είδε', 'όλη', 'πορεία', 'απασχολημένος', 'παίρνω', '415', 'ήρθε', 'να', 'ανταποκριθώ', 'u', 'έφυγαν']"
θλίψη,"['ελέγξαμε', 'πάλι', 'λειτούργησε']"
έκπληξη,"['ghost', 'δεν', 'σε', 'δίκτυα', 'τυχεροί', 'μου', 'έδωσαν', 'walk', 'line', 'θέση', 'fckas', 'είναι', '0']"
θλίψη,"['κορίτσι', 'φωνάζω', 'αλλεργικό', 'θαλασσινά']"
θλίψη,"['πήρε', 'γυμναστήριο', 'wno', 'ενέργεια']"
έκπληξη,"['dude', 'ματιά', 'τρελό', 'dat', 'μαλλιά', 'πρόσωπό', 'lmao', 'σταματήσω', 'παλιό', 'παλαιστή', 'πηγαίνω', 'tna', 'ευχαριστώ', 'αυτά', 'dudes', 'κλόω']"
έκπληξη,"['είμαι', 'για', '30', 'λεπτά', 'έχω', 'δείχνω', 'χωρίς']"
θλίψη,"['θεός', 'δεν', 'μπορώ', 'είμαι', 'άσυλο', 'πραγματικά', 'δεν', 'μπορώ', 'κάνω', 'δροσερό']"
θλίψη,"['san', 'missions', 'waitressing', 'είναι', 'τεράστιος', 'πλήθος', 'σημαίνω', 'αργό', 'παιχνίδι']"
θλίψη,"['μάλλον', 'είναι', 'beatweetup', 'im', 'παίρνω', 'σύνθημά', 'από', 'κλείνοντα']"
θλίψη,"['ιστορία', 'έσπασε']"
οργή,"['μη', 'θα', 'χαρακτηθει', 'συνεντευξη', 'ειμαστε', 'σπιτι', 'σπιτι']"
θλίψη,"['κάποιος', 'άφησε', 'ένα', 'φωνητικό', 'ταχυδρομείος', 'εργασία', 'επιτρέψτε', 'να', 'μια', 'ημέρα', 'μακριά']"
έκπληξη,"['boo', 'dlp', 'εξαντληθώ', 'το', '830']"
θλίψη,"['noes', 'έχασα', 'πάλι']"
έκπληξη,"['δύο', 'φορά', 'βρισκάμαι', 'ο', 'στον', 'ήταν', 'ειδικός', 'χρόνοι']"
θλίψη,"['νομίζω', 'είναι', 'άδικος', 'το', 'isnt', 'pc']"
θλίψη,"['twitter', 'not', 'me', 'πραγματικά', 'χαζό', 'μπορώ', 'να', 'στείλω', 'msg']"
θλίψη,"['θέλω', 'βγούμε', 'προφανώς', 'υπάρχω', 'διαθέσιμο']"
θλίψη,"['έκαψαν', 'ζουκίνο']"
θλίψη,"['μια', 'ημικρανίο']"
θλίψη,"['λείπω', 'vlogcandy']"
θλίψη,"['δεν', 'μπορώ', 'βρω', 'κοσμήματας', 'το', 'φόρεμά']"
θλίψη,"['αποτύχω', 'το', 'σιντριβάνι', 'σοκολάτας', 'πήρε']"
θλίψη,"['δεν', 'μπορώ', 'δω', 'πριν', 'την', 'άσκηση', 'με', 'κάνω', 'λυπημένο']"
θλίψη,"['miss', 'και', 'χθες', 'βράδυ', 'amazinglt3', 'τόσο', 'σε']"
θλίψη,"['φτωχό', 'πράγμα']"
θλίψη,"['έριξα', 'αγαπημένο', 'ζευγάρι', 'τζιν']"
θλίψη,"['απλά', 'έτρωγα', 'αίμα', 'γλώσσα', 'παντού']"
θλίψη,"['καίγω', 'γλώσσα', 'στη', 'σούπα', 'ton']"
θλίψη,"['λυπάμαι', 'ότι', 'ambien', 'αρρώστησε', 'να', 'εργαστώ', 'τέφρα', 'στον', 'κήπο', 'ένα', 'φυτό']"
θλίψη,"['δεν', 'καλέσω', 'που', 'ανατινάχτηκε', 'πάλι']"
θλίψη,"['φορά', 'ξεχνώ', 'τα', 'αγαπημένα', 'αστέρι', 'πορνό', 'πραγματικός', 'άνθρωποι', 'έγιναν', 'πολύ', 'πορτοκαλί', 'κοτόπουλο', 'χθες', 'βράδυ', 'έκοψαν', 'δάχτυλό', 'από', 'λυπημένο']"
θλίψη,"['αυτοκίνητος', 'αυτοκίνητος', 'αυτοκίνητο', 'χρειάζομαι', 'ha', 'αυτό', 'βρήκο', 'χθες', 'βράδυ', 'θέλω', 'κακό', 'πωλείται', 'και', 'σε']"
έκπληξη,"['ξέρω', 'τόσο', 'λυπάμαι', 'οθόνη', 'είναι', 'μικρό']"
θλίψη,"['βροχή', 'βροχή', 'πηγαίνω', 'μακριά', 'έπρεπε', 'ακυρώσω', 'σχέδιο', 'πισίνος', 'τραγικό']"
θλίψη,"['λυπηρό', 'σήμερα', 'υπήρχε', 'οτάλιας']"
θλίψη,"['ήχο', 'μεγάλη', 'όλος', 'είναι', 'palmpre']"
θλίψη,"['απασχολημένος']"
θλίψη,"['βάλτε', 'σκυλί', 'στον', 'ύπνο', 'σ', '&', '#', '39αγαπώ', 'riplt3']"
θλίψη,"['maam', 'κάνω', 'όμορφο', 'χαμόγελο', ',', 'εσείς', 'θα', 'συνηθίσω', 'φαγητό', 'μαζί']"
έκπληξη,"['βλασφημαι', 'πρεπω', 'πει', 'συμβαίνει', 'id', 'καλέσω', 'έχω', 'χάσω', 'τους', 'αριθμού', 'τηλεφώνου', 'όταν', 'έσπασε', 'βατόμουρο', 'μου']"
θλίψη,"['κάποιο', 'τρόπο', 'κατάφερα', 'καταλάβω', 'τώρα', 'θυμάμαι', 'πόσο', 'χάλιος', 'αισθάνθηκο', 'από', 'ποτό']"
θλίψη,"['δουλειά', 'λείπω', 'miami', 'carolina', 'ampampamp']"
θλίψη,"['κάποια', 'δουλειά', 'κάνω', ',', 'ο', 'καρπός', 'πονώ', 'πολύ', 'να', 'κάνω', 'από']"
θλίψη,"['λυπούμαι', 'σήμερα', 'κάνω', 'να', 'πάρω', 'ενισχυτός', 'άλλο', 'guyz', 'cuz', 'να', 'αν', 'eligible', 'itz', 'γραμμένο']"
θλίψη,"['αισθάνομαι', 'κατάθλιψη', 'λείπει', 'βλασφημία', 'πολλά', 'επιθυμώ', 'wouldnt', 'άφησε']"
έκπληξη,"['καλοσύνη', 'ευγενικός', 'καρέκλα', 'έσπασε']"
θλίψη,"['μπορείτε', 'έχω', 'γάλα', 'που', 'έχω', 'εδώ', 'πιω', 'νομίζω', 'αυτό', 'που', 'κάνω', 'να', 'νιώθω', 'άρρωσ']"
θλίψη,"['μια', 'κακή', 'μέρα', 'πραγματικότητα', ',', 'το', 'σας', 'κρατά', 'πνεύματώ', 'ανυψωμένο']"
θλίψη,"['ένα', '80s', 'ρετρό', 'που', 'ήθελε', 'ήταν', 'για', 'χορέψει', 'im', 'χάσω', 'υπέροχος', 'χορό', '2nite', 'του', ',', 'εξακολουθώ', 'έχω', 'ενισχυτός', 'έκρηξη', 'ποτά']"
έκπληξη,"['έχασα', 'οπαδό']"
θλίψη,"['100', 'ζηλιάρης', 'επιθυμία', 'είχας']"
θλίψη,"['έλειψε', 'πάρτι', 'αγόρασα', 'κρασί', 'τα']"
θλίψη,"['πηγαίνω', 'μεγάλος', 'σχέδιο', 'χάρη', 'αμυγδαλή']"
θλίψη,"['με', 'στεναχωρεί']"
θλίψη,"['λείπει', 'ηλίθιος', 'δουλειά']"
θλίψη,"['παρασκευή', 'έχω', 'να', 'κάνω', 'λυπηρό']"
θλίψη,"['εργάζομαι', 'διάχυση', 'ο', 'ερεθισμός', ',', 'αυτή', 'κυκλοφορίο', 'σίγουρας', 'βοηθήσω', 'τη', 'μητέρα', 'είναι', 'πραγματικό', 'κακό', 'μέρα', 'θα', 'βοηθήσω', 'σχέδιο', 'πράγμαα']"
θλίψη,"['πηγαίνω', 'δωμάτιος', 'πρώτη', 'φορά', 'σε', 'εβδομάδα', 'είμαι', 'καθαρισμού']"
θλίψη,"['αδελφός', 'ampamp', 'Βρήκα', 'το', 'πραγματικά', 'μικρό', 'νεκρό', 'πουλί', 'κατάστρωμα', 'λυπημένο', 'βασικά', 'φώναξε']"
θλίψη,"['δείχνω', 'δεν', 'ξέρω', 'κάνω', 'έδωσα', 'εαυτό', 'έναν', 'πονοκέφαλο', 'σκέφτομαι', 'απλά', 'κάνω', 'θέλω', 'να', 'κλάψω']"
θλίψη,"['μακριά', 'κρεβάτι', 'διαβάσω', 'νέος', 'σελήνη', ',', 'λίγο', 'αργά', 'νύχτα', 'νύχτα', 'xxx']"
θλίψη,"['υπάρχω', 'ούτως', 'ή', 'άλλως', 'μπορείτε', 'με', 'συγχωρήσω']"
θλίψη,"['έχω', 'τσιπ', 'πωλήσει', 'μένα']"
θλίψη,"['λείπει', 'όλος', 'θλιβερά', 'πρόσωπο', 'με', 'έλεγαν', 'με', 'κάνω', 'σοβαρά', 'κλάψω']"
έκπληξη,"['δεν', 'προσκληθώ']"
θλίψη,"['γεια', 'θα', 'επιστρέψω', 'θα', 'κάνει', 'περισσότερες', 'εκθέσει', 'ουαλίο', 'σύντομα', 'χάθηκας', 'πρώτη', 'φορά']"
θλίψη,"['αρτηρία', 'περισσότερο', 'hagen', 'για', 'μένα']"
θλίψη,"['ήταν', 'ωραίος', 'σκέψη', 'κράτησε', 'κόλαση', 'φύγω', 'σωστά', 'επόμενη', 'φορά', 'διασχίζω', 'δάχτυλα']"
έκπληξη,"['να', 'ακολουθήσω', 'απίστευτος', 'τιτίβισμα', '410', 'ημέρα', 'συνδέσει', 'δωρεώ', 'στήθη', 'αγαπημένο', 'μου']"
θλίψη,"['μοιάζω', 'αυτό', 'κάνω', 'οχάιο', 'από', 'χτύπημα', 'ανεμοστρόβιλος']"
θλίψη,"['λείπει', '.', 'λείπει', 'σε', 'γνώρισο', 'αιώνα']"
θλίψη,"['ακριβώς', 'να', 'δοκιμάσω', 'dl', 'sims', '3', 'συνειδητοποιώ', 'μου', 'πληρώ', 'τυπικός', 'απαιτήσει', 'χρειάζομαι', 'νέος', 'lol']"
θλίψη,"['με', 'εγκατέλειψαν', 'πήγαιναν', 'κρεβάτι']"
θλίψη,"['αγόρι', 'πάρω', 'καλύτερα', 'ή', 'το', 'παντού']"
θλίψη,"['θέλω', 'συμμετάσχω', 'σήμερα', 'πράξη', 'δράμα', ',', 'δεν', 'μπορώ']"
θλίψη,"['κακή', 'βήτα', 'έβαλας', 'σιάτλ', 'οδήγησε', 'αγκαλιά', 'στο', 'αεροπλάνο', 'ευτυχισμένο', 'μέχρι', 'εβδομάδα', 'μακρά', 'του', 'κάνω']"
έκπληξη,"['αγάπη', 'αλλά', 'πήρε', 'σχέδιο', 'πηγαίνω', 'βασίλισσα']"
θλίψη,"['νόμιζος', 'έκανο', 'καλά', ',', 'υποθέτω', 'δεν', 'ο']"
θλίψη,"['λείπω', 'που', 'θα', 'δω', '23', 'μήνε']"
έκπληξη,"['εκεί', 'σύντομα', 'είναι', 'τυχερός', 'αποδέκτης', '5000th', 'tweet', 'περιμένω', 'σκατά', 'ήταν']"
έκπληξη,"['πληκτρολογώντας', 'πέρα', 'τον', 'τάφο', 'εντυπωσιακό']"
θλίψη,"['εξηγήστε', 'είμαι', 'fused']"
θλίψη,"['ηλίθιος', 'δύναμη', 'θα', 'αφήσω', 'πάω', 'συνομιλία']"
οργή,"['καθισμένος', 'κυκλοφορίο', ',', 'το', 'αυτοκίνητό', 'γίνομαι', 'βροχή', 'απλά', 'πλένομαι', 'κυριακή', 'γνωρίζω', 'καιρός', 'είναι', 'καλιφόρνιος']"
θλίψη,"['έλειψε', 'επίδειξη']"
θλίψη,"['συγγνώμη', 'αδερφέ', 'είναι', 'τραχύ']"
θλίψη,"['θλιβερό', 'απογειωθώ', 'κοστούμι', 'ξέρω', 'im', 'πρόκειται', 'πάρω', 'να', 'φορέσω', 'και', 'για', 'μεγάλος', 'χρονικό', 'διάστημα']"
θλίψη,"['νομίζω', 'im', 'τελειώσω', 'πηγαίνω', 'σπίτι', 'να', 'πάω', 'ύπνο']"
θλίψη,"['να', 'u', 'συγκάτοικο']"
θλίψη,"['βαριούνται', 'κάπως', 'μοναξιά', 'γονείς', 'πηγαίνω', 'λίμνη', 'έχω', 'φίλο', 'να', 'φέρνω', 'ήξερα', 'βαρεθήκας', 'δεν', 'πήγαινα']"
θλίψη,"['boo', 'βλέπω', 'το', 'στο', 'στο', 'μπαρ', 'ή', 'χάσω', 'ένας', 'άλλον', 'Πάω', 'pt', 'σταματήσω']"
θλίψη,"['το', 'διπλό', 'σπαθί', 'του', '.', 'υποθέτω', 'είμαστε', 'νεκρός', 'νέες', 'ιστορία']"
θλίψη,"['προσπαθώντας', 'παρακολουθήσω', 'αγόρι', 'από', 'λουλούδι', 'απευθείας', 'σύνδεση', 'και', 'ασύρματος', 'είναι', 'πάρα']"
θλίψη,"['θέλω', 'να', 'μέρος', 'windows', 'clubhouse', ',', 'spaces', 'μου', 'τυχαίος', 'όχι', 'το', 'μέρος', 'μοιράζομαι', 'στοιχείο', 'windows']"
θλίψη,"['το', 'τρώνε', 'dm', 'όχι', 'χαρούμενο']"
θλίψη,"['λυπάμαι', 'που', 'θέλει', 'τηλεφωνήσω', 'όχι', ',', 'είμαι', 'στόχο', 'μερικές', 'ώρες', 'χρειαστώ', 'εξαερωθείς']"
θλίψη,"['έρθω', 'u', 'μπορώ', 'η', 'Αυστραλία', 'πάρα', 'μακριά']"
θλίψη,"['ανώτερο', 'ετήσιος', 'έτος', 'χάλι', 'ευχαριστώ', 'τις', 'μνήμα']"
θλίψη,"['που', 'κάνω', 'ρουμ', 'θα', 'θέλω', 'βγω']"
θλίψη,"['λυπηρή', 'αλλαγή', 'σχεδίο', 'την', 'αναθεώρησή', 'για', 'εξετάσει', 'μέρα', 'ένα', 'πάρκο', 'έναν', 'τους', 'φίλου']"
θλίψη,"['προσπαθώ', 'αρνηθώ', 'shes', 'αρχίζω', 'του', 'λείπει', 'και', 'κάθε', 'μέρα', 'τους', 'μου', 'χρειάζομαι', 'haha']"
θλίψη,"['workin', 'τραγούδι', 'κουραστικό', 'πρέπει', 'είναι', 'δύσκολος', 'να', 'είναι', 'διάσημος', ',', 'jus', 'u', 'bazillionz', 'οπαδών', 'u']"
θλίψη,"['ξέρω', 'το', 'με', 'καταθλιπτίζω']"
θλίψη,"['θέλω', 'φάω', 'σας']"
θλίψη,"['παίρνω', 'να', 'χρησιμοποιήσω', 'twitterr']"
θλίψη,"['selena', 'πολύ', 'κακό', 'δεν', 'πήρος', 'μιλήσω', 'u', 'u', 'εδώ']"
θλίψη,"['απλά', 'σκεφτάμαι', 'ανάπτυξη', 'κόμπου', 'τώρα', 'πήρος', 'μπλουζ', 'χρειάζομαι', 'άκαμπτος', 'ποτό', 'im', 'θηλάζω', 'δεν', 'μπορώ', 'πιάσω', 'μένα']"
θλίψη,"['οχι', 'γκουσερ', 'πολιτει', 'θα', 'κάνω', 'την', 'αγάπη']"
θλίψη,"['μισώ', 'τραγούδι', 'τις', 'έρευνα', 'πάντοτε', 'φαίνεται', 'με', 'κάνω', 'κλάψω']"
θλίψη,"['τελευταία', 'ολόκληρη', 'ημέρα', 'γυμνασίου', 'σήμερα', 'θλιβερό', 'ποτέ', 'μπορώ', 'δει', 'φίλου', 'ποτέ']"
έκπληξη,"['σας', 'ενημερώσω', 'μόλις', 'καταλαβαίνω', 'λυπάμαι', 'το', 'μίγμα', 'έπρεπε', 'ξεκινήσω', 'την', 'εργασία', 'από', 'ώρα']"
θλίψη,"['θέλω', 'burrito', ',', 'έχω', '30', 'λεπτά', 'εργασία']"
θλίψη,"['κοιλιο', 'ποναει']"
θλίψη,"['πληρώσω', 'ώρα', 'θα', 'μπορώ', 'συνταξιοδοτηθώ', 'τώρα', 'xbox', 'ζωντανά', 'σκέφτομαι', 'την', 'rock']"
θλίψη,"['μισώ', 'το', 'μου', 'γειωμένο', 'boooooooooo']"
θλίψη,"['γιατί', 'μουσικός', 'δεν', 'λειτουργώ']"
θλίψη,"['σκυλί', 'πέθανε', 'σήμερα', 'έχω', '11', 'χρόνια', 'μου', 'λείπω', 'πολύ']"
θλίψη,"['φορά', 'εύχομαι', 'είμαι', 'διευθυντής']"
θλίψη,"['βαριέται', 'θέλω', 'μείνω', 'σπίτι', 'απόψε', ',', 'δεν', 'θέλω', 'ξοδεύω', 'χρήματα']"
θλίψη,"['είδα', 'ένα', 'μωρό', 'περιστέρι', 'πτώση', 'ένα', 'δέντρο', 'σπάσω', 'λαιμό', 'πεθαίνω', 'προσπάθησα', 'το', 'σώσω', 'και', 'couldnt', 'ένας', 'σκληρός', 'κόσμος']"
θλίψη,"['θέλω', 'πηγαίνω', 'σπίτι']"
θλίψη,"['ταινία', 'τόσο', 'λυπημένος', 'φώναξας', 'το', 'χρόνο']"
θλίψη,"['σπίτι', 'eldorado', 'αντίο', 'σπίτι', 'aliante', 'αναμνήσει', 'κάνω', 'μνήμες', 'ξεθωριάζω']"
έκπληξη,"['περιμένω', 'στροφή', 'στο', 'fit', 'γυμναστήριο', 'κλειστό']"
έκπληξη,"['ναι', 'υποθέτω', 'δεν', 'παίρνω', 'εταιρεία', 'το', 'σαββατοκύριακο', 'που', 'θέλω', 'έρθω', 'κρεμάσω']"
θλίψη,"['τώρα', 'βαρεθώ', 'να', 'βγω']"
θλίψη,"['πεθαίνω', 'μαλλιά', 'πίσω', 'ροζ', 'έλειψα', 'είμαι', 'cupcake', 'μου', 'λείπει', 'sherry', 'η']"
θλίψη,"['σήμερα', 'αίσθηση', 'χάλι']"
έκπληξη,"['συγνώμη', 'πιστεύαμε', 'u', 'να', 'εργαστώ', 'πηγαίνω', 'καζίνο', 'επίσης']"
θλίψη,"['ερμήνευσε', 'lifeball', 'Βιέννη', 'φέτος', ',', 'δυστυχώς', 'έχω', 'ευκαιρία', 'την', 'δω']"
θλίψη,"['σπίτι', 'άρρωστοι']"
θλίψη,"['κάθομαι', 'κυκλοφορίο', 'προσπαθώ', 'ξεφύγω', 'την', 'πανεπιστημιούπολη', 'αισθάνομαι', 'σκληρή']"
θλίψη,"['ινδικό', 'χοιρίδιο', 'πέθανε', 'σήμερα']"
θλίψη,"['πήρος', 'από', 'ζήτημα', 'σύνθλιψη', ',', 'τώρα', 'ο', 'φίλος', 'πηγαίνω', 'Ινδία', 'όλος', 'καλοκαίρι', 'πίσω', 'να', 'λυπημένος']"
θλίψη,"['έκλαψο']"
έκπληξη,"['θα', 'μάθω']"
