sentiment,Content
sadness,"['friday', 'night', 'is', 'my', 'fav', 'night', 'of', 'the', 'week', 'but', 'now', 'I', 'have', 'to', 'go', 'to', 'stupid', 'dog', 'training', 'classes']"
sadness,"['Hello', 'Bella', ',', 'why', 'r', 'you', 'going', 'to', 'delete', 'your', 'account..', '?']"
sadness,"['That', 'sucks', '!', 'I', ""'m"", 'going', 'to', 'be', 'doing', 'summer', 'school', '.', 'Need', 'to', 'catch', 'up', 'on', 'several', 'units']"
sadness,"['Damn', ',', '4got', 'to', 'turn', 'off', 'my', 'alarm', 'so', 'I', 'woke', 'up', 'at', '5:45am']"
sadness,"['I', 'miss', 'Cary', 'and', 'want', 'to', 'drink', 'some', 'chocolate', 'milk', 'with', 'him', '.']"
sadness,"['im', 'ill', 'hate', 'it', '.', 'seeing', 'the', 'doc', 'at', '5', 'too', '10', '.']"
surprise,"['oh', 'men..not', 'in', 'the', 'mood', 'I', ""'ll"", 'go', 'home', 'tomorrow..', 'wan', 'na', 'be', 'w/', 'my', 'family..its', 'my', 'birthday']"
sadness,"['thats', 'the', 'crazy', 'part', '-', 'was', 'for', '16:30.', 'but', 'reasons', 'include', '&', 'quot', ';', 'full', 'schedule', '&', 'quot', ';', '&', 'amp', ';', '&', 'quot', ';', 'travelling', 'with', 'his', 'daughter', '&', 'quot', ';', '...', 'So', '.', 'Not', '.', 'Cool']"
surprise,"['do', 'you', 'really', 'smoke', '?', '?', '?']"
sadness,"['Approaching', 'the', 'weekend', 'quite', 'quickly', 'and', 'so', 'much', 'more', 'work', 'left', 'to', 'do', '.']"
sadness,"['NOW', 'IM', 'SAD', 'BUT', 'IM', 'NOT', 'GIVING', 'IN', 'FIRST..I', 'DIDNT', 'DO', 'NOTHING', '!', '!', '!', '!', ':', '**-', '(']"
sadness,"['Disturbed', '.', 'They', 'sold', 'the', 'baby', 'tiger', 'I', 'met', 'in', 'Thailand', 'as', 'an', 'exotic', 'pet', '.', 'Greedy', 'bastards']"
sadness,"['and', 'I', ""'m"", 'so', 'naughty', 'I', 'cant', 'even', 'take', 'my', 'dog', ',', 'I', 'have', 'to', 'sit', '&', 'amp', ';', 'watch', 'how', 'proper', 'dog', 'owners', 'do', 'it', ',', 'will', 'Brunos', 'life', 'ever', 'be', 'the', 'same', '?']"
surprise,"['Ok', ',', 'ahhh', '!', 'Last', 'chance', 'to', 'go', 'into', 'school', 'before', 'chemistry', 'exam', '!', '!']"
sadness,"['Also', ',', 'anyone', 'else', 'hayfevery', 'today', '?', '?', '?', 'I', ""'ve"", 'only', 'been', 'awake', 'for', '40mins', 'and', 'sufferin', 'already']"
sadness,"['I', ""'m"", 'glad', 'that', 'all', 'got', 'cleared', 'up', '.', 'I', 'lah', 'you', '!', 'Idk', 'why', 'Linda', 'hates', 'me', 'though..']"
sadness,"['morning', 'Alex', 'hope', 'you', 'will', 'be', 'tweeting', 'lots', 'today', 'as', 'we', 'do', 'miss', 'you', 'when', 'you', 'are', ""n't"", 'on', 'here', 'xx']"
surprise,"['Sooo', 'tired', 'i', 'cant', 'believe', 'its', 'already', 'dark', 'outside', 'i', 'didnt', 'even', 'get', 'to', 'see', 'the', 'day']"
sadness,"['Sorry', 'to', 'hear', 'that', 'man', 'He', 'is', 'were', 'the', 'bullshit', 'cant', 'reach', 'him', 'now', '.', 'My', 'heart', 'goes', 'out', 'to', 'you', 'and', 'your', 'family', '.']"
surprise,"['Aint', 'the', 'UK', 'fans', 'your', 'fav', 'people', '!', '?']"
sadness,"['im', 'cold', 'i', 'still', 'cant', 'find', 'my', 'hoodie']"
sadness,"['Um', ',', 'why', 'arent', 'episodes', '1-14', 'of', 'Lost', 'season', '5', 'on', 'abc', '?', '!', 'Good', 'thing', 'Im', 'going', 'to', 'Vegas', 'in', 'the', 'am', 'to', 'keep', 'me', 'distracted', 'from', 'this', 'tragedy', '.']"
sadness,"['same', '.', 'Was', 'going', 'to', 'try', 'warm', 'milk', 'but', 'I', ""'m"", 'lactose', 'intolerant', 'haha', '.']"
sadness,"['Mom', 'has', 'left', '...', 'again']"
surprise,"['Is', 'up', 'and', 'I', 'ca', ""n't"", 'go', 'to', 'sleep', '!']"
sadness,"['chapter', '27', '...', 'probably', 'on', 'monday', '.', 'i', 'still', 'need', 'more', 'comments', '.']"
sadness,"['...', 'need', 'retail', 'therapy', ',', 'bad', '.', 'AHHH', '...', '..', 'gim', 'me', 'money', 'geebus']"
sadness,"['cant', 'sleep', 'so', 'tired', '!', 'goodnight', '...', 'maybe', ':', '/']"
sadness,"['really', '...', 'I', ""'m"", 'an', 'alumnus', ',', 'and', 'I', 'do', ""n't"", 'know', 'myself', '!', 'and', 'we', 'did', ""n't"", 'have', 'Macs', 'yet', 'when', 'I', 'was', 'there', '...']"
sadness,"['Back', 'to', 'LA', 'from', 'Las', 'Vagas', ',', 'Nice', 'Trip', ',', 'Nice', 'Food', '...', '.but', 'lose', '$', '100', 'with', 'Slot', 'Machine', '...']"
surprise,"['i', 'cant', 'afford', 'it', 'go', 'to', 'school', 'here', '?', '!', '!']"
sadness,"['wowowee', 'willie', 'of', 'fortune', 'is', 'just', 'making', 'me', 'depressed', 'damn', 'love', '.']"
sadness,"['Watching', 'Jimmy', 'F.', 'delete', 'all', 'his', 'social', 'network', 'profiles', 'No', 'more', 'Jimmy', 'cyber', 'time', '.']"
sadness,"['Desperately', 'wishing', 'I', 'could', 'sleep', '-', 'But', 'I', 'am', 'too', 'frazzled', 'about', 'my', 'Gma', ',', 'and', 'ca', ""n't"", 'sleep..', ':', ""'"", '(', 'It', ""'s"", 'really', 'bad', 'tonight', 'xx']"
surprise,"['Aw', 'you', 'named', 'your', 'car', ',', 'that', ""'s"", 'very', 'sweet', '.', 'I', ""'m"", 'sorry', 'to', 'hear', 'that', 'Petey', 'has', 'to', 'go', ',', 'I', 'hope', 'you', 'find', 'a', 'really', 'posh', 'rollerskate', '.']"
sadness,"['No', 'allowed', 'a', 'calculator', 'for', 'this', 'exam', 'despite', 'it', 'containing', 'laths', 'that', 'is', 'impossible', 'to', 'compute', 'in', 'my', 'head', '.']"
sadness,"['3', 'hours', 'of', 'sleep', 'and', 'a', 'mild', 'hangover', '=', 'carelessness', 'and', 'the', 'loss', 'of', 'a', 'brand', 'new', 'ipod', 'pouch']"
sadness,"['Wee', 'laddie', ""'s"", 'been', 'SO', 'upset', 'for', 'about', '2', 'hours', '.', 'Tried', 'soothing', 'him', 'in', 'bed', ',', 'nursing', ',', 'etc', '.', 'Nope', '.', 'Up', 'at', '3:30am', 'for', 'real', 'food', '.', 'Blue', 'Clues', 'now', '.']"
sadness,"['im', 'sorry', '.', 'i', 'dont', 'wan', 'na', 'cuz', 'of', 'how', 'u', 'act', '.', 'u', 'just', 'turn', 'right', 'around', 'and', 'ignore', 'me', 'and', 'all', 'that']"
surprise,"['Oh', 'my', 'gosh', '!', 'My', 'hair', 'is', 'so', 'short', '!', 'I', 'miss', 'my', 'long', 'hair', '!']"
sadness,"['Ugh', 'id', 'better', 'get', 'up', 'for', 'work']"
sadness,"['had', 'my', 'lip', 'pierced', 'for', 'about', '30', 'minutes', '.', 'and', 'then', 'it', 'died', '.']"
sadness,"['why', 'not', 'everything', 'workout', 'as', 'you', 'planned', '.']"
sadness,"['aww', 'only', '15minutes', 'left', 'of', 'family', 'guy']"
sadness,"['I', 'wanted', 'to', 'see', 'the', 'story', 'on', 'ACORN', 'tonight', 'on', 'Glen', 'Beck', 'but', 'I', 'missed', 'it']"
sadness,"['Tv', 'arrived', 'but', 'ca', ""n't"", 'play', 'cos', 'have', 'to', 'go', 'to', 'stupid', 'work']"
surprise,"['I', 'almost', 'say', '&', 'quot', ';', 'bless', 'you', '&', 'quot', ';', 'to', 'a', 'sneezing', 'cat']"
sadness,"['going', 'to', 'bed', '...', 'with', 'NO', 'sexy', 'time', 'UGHHH', '!']"
sadness,"['Sometimes', 'I', 'have', 'a', 'pillow', 'and', 'sometimes', 'I', 'do', ""n't""]"
sadness,"['FML', 'dad', 'didnt', 'leave', 'me', 'any', 'moneyz', ',', 'so', 'i', 'have', '2', 'wait', 'till', 'he', 'gets', 'home', 'call', 'me', 'when', 'you', 'finish', 'work', '?']"
sadness,"['I', 'miss', 'Feb', '23rd', '2008', 'best', 'night', 'of', 'my', 'whole', 'entire', 'fucking', 'life', '.', 'I', ""'d"", 'rather', 're-live', 'that', 'night', 'then', 'win', '$', '1million', '.']"
sadness,"['as', 'a', 'kid', ',', 'i', 'remember', 'searching', 'with', 'the', 'local', 'video', 'store', 'owner', 'in', 'a', 'godown', ',', 'got', 'a', 'video', 'tape', 'with', 'fungus', 'badluck']"
surprise,"['#', '3breakupwords', 'you', 'have', 'changed']"
sadness,"['#', 'freakyfriday', 'Slipped', 'in', 'the', 'shower', 'and', 'fell', '.', 'Lucky', 'to', 'escape', 'with', 'just', 'a', 'couple', 'of', 'concussions', '!']"
sadness,"['Damn', 'I', 'failed', 'in', 'my', 'assassination', 'attempt', 'on', 'Louis', 're', ':', 'http', ':', '//ff.im/3mrIM']"
sadness,"['damn', 'i', 'missed', 'it', 'too']"
sadness,"['Y', 'AM', 'I', 'STILL', 'AWAKE', '!', '!', '!', '!', 'SMH', '...', '.', 'THIS', 'SUCKS', '!', '!', '!']"
sadness,"['is', 'having', 'headache', 'and', 'colds', '...']"
surprise,"['GRR', '.', 'we', 'are', 'only', 'allowed', 'gas', 'grills', 'where', 'i', 'live', ',', 'it', 'sucks', '.']"
sadness,"['This', 'headache', 'is', 'killing', 'me', 'yet', 'I', 'need', 'to', 'cover', 'some', 'boring', 'police', 'event', '.']"
sadness,"['I', ""'m"", 'sooo', 'lost', 'without', 'my', 'car', 'This', 'is', 'truly', 'depressing', '.', 'Pregnant', 'people', 'should', 'NEVER', 'be', 'this', 'stressed', 'out', '!']"
surprise,"['what', ""'s"", 'wrong', 'with', 'people', '?', 'Second', 'break-in', 'at', 'Wallmans', 'tonight']"
sadness,"['I', 'am', 'like', 'the', 'most', 'saddest', 'person', 'on', 'jtv', 'right', 'now', 'because', 'you', 'are', 'not', 'on']"
sadness,"['Heathrow', 'Connect', 'is', 'ï¿½7.40', ',', 'i', 'thought', 'it', 'was', 'a', 'bargain', '(', 'express', 'is', '15', ')', ',', 'but', 'then', 'it', 'terminated', 'at', 'Hayes/Harlington', 'and', 'i', 'had', 'to', 'take', 'a', 'bus']"
sadness,"['it', 'just', 'upsets', 'me', ',', 'becasue', 'like', '6', 'years', 'we', 'have', 'loved', 'them', '..', 'and', 'then', 'this', 'happens', 'imm', 'really', 'uset', 'now', 'x']"
surprise,"['oh', 'poor', 'you', 'atleast', 'get', 'paid', 'for', 'staying', 'back', 'or', '?']"
sadness,"['Marley', 'and', 'me', 'is', 'the', 'saddest', 'movie', 'ever', 'I', 'never', 'cry', 'in', 'movies', 'but', 'this', 'movie', 'mad', 'me', 'cry']"
surprise,"['Here', '!', 'Got', 'a', '2JOBs', '&', 'amp', ';', 'a', 'degree', ',', 'but', 'my', 'damn', 'car', 'DIED', 'so', 'just', 'made', 'me', 'feel', 'shitty', 'bout', 'not', 'havin', 'a', 'car', '!']"
sadness,"['I', 'was', 'looking', 'forward', 'to', 'seeing', 'in', 'Raleigh', '(', 'fan', 'for', '10', 'years', 'NB', 'too', ')', 'but', 'scalpers', 'took', 'the', 'tix', 'and', 'sell', 'them', 'for', '$', '200', 'morons']"
sadness,"['they', 'got', 'attacked', 'by', 'the', 'club']"
sadness,"['lol', 'i', 'know', 'i', 'wld', 'like', 'to', 'get', 'a', 'reply', 'from', 'seann', 'william', 'scott', 'but', 'he', 'dont', 'reply', 'and', 'hes', 'one', 'of', 'my', 'favourite', 'actors']"
sadness,"['i', ""'m"", 'so', 'mad', 'that', 'im', 'going', 'to', 'be', 'missing', 'the', 'maine', 'tomorrow', 'because', 'it', 'takes', 'all', 'effing', 'day', 'to', 'fly', 'to', 'florida']"
sadness,"['Google', 'Wave', 'presentation', ':', 'http', ':', '//bit.ly/2ehfov', 'I', ""'m"", 'not', 'very', 'impressed', '.', 'It', ""'s"", 'nice', ',', 'but', 'it', ""'s"", 'not', 'really', 'for', 'me']"
sadness,"['Fixed', 'my', 'favourites', '.', '$', '180', 'and', 'the', 'heels', 'fell', 'off', 'after', '4', 'wears']"
surprise,"['haha', 'i', 'love', 'surprises', '!', 'i', 'do', ""n't"", 'work', 'til', 'sunday', 'tho', 'so', 'i', 'have', 'to', 'wait', '.']"
sadness,"['Nice', 'action', 'shot', ':', 'http', ':', '//bit.ly/m8zfx', 'I', 'miss', 'working', 'a', 'pole', '.']"
sadness,"['I', 'am', 'not', 'going', 'to', 'entertain', 'any', 'request', 'for', 'reducing', 'shipping', 'cost', 'by', 'using', 'registered', 'post', 'instead', 'of', 'courier', 'from', 'now', 'on', '...', '.']"
surprise,"['wtf', 'pogs', 'are', 'back', 'too', '?']"
sadness,"['Going', 'to', 'miss', 'my', 'roomie', 'We', 'will', 'no', 'longer', 'be', 'roomies', 'starting', 'tomorrow']"
sadness,"['dreading', 'work', 'tomorrow', 'wish', 'I', 'had', 'one', 'more', 'day', 'off']"
sadness,"['im', 'just', 'so', 'lonely', 'right', 'now', '.', 'maybe', 'SADE', 'GOT', 'ME', 'FEELING', 'LIKE', 'THIS']"
sadness,"['very', 'tired', 'and', 'anxious']"
sadness,"['its', 'my', 'burfday', 'and', 'i', ""'m"", 'all', 'alone']"
sadness,"['I', 'applaud', 'you', 'for', 'accepting', 'gay', 'marriage', ',', 'I', 'have', 'rels', 'that', 'are', 'born', 'again', 'that', 'hate', 'me', 'for', 'it', '.']"
sadness,['Headache']
sadness,"['want', 'somebody', 'to', 'hold', 'me', 'Alma', '!', 'tear', 'tear']"
surprise,"['I', 'do', ""n't"", 'think', 'any', 'of', 'what', 'i', 'just', 'said', 'it', 'true', ',', 'i', 'just', 'had', 'a', 'rant', 'about', 'mcfly', ',', 'i', 'cant', 'belive', 'i', 'did', 'that', 'i', 'feel', 'ashamed']"
sadness,"['Its', 'beginning', 'to', 'get', 'way', 'too', 'hard', 'to', 'please', 'all', 'of', 'my', 'friends', 'at', 'once']"
surprise,"['yea', 'dude', '...', '5', ""'"", '8', '&', 'quot', ';', '!', 'really', '!', '?']"
sadness,"['i', 'wish', 'someone', 'would', 'inspire', 'me', 'with', 'some', 'sexy', 'time', 'right', 'now', 'ugh', 'but', 'thats', 'not', 'gon', 'na', 'happen', '...', 'ugh']"
sadness,"['not', 'in', 'the', 'mood']"
sadness,"['I', ""'ll"", 'miss', 'the', '39th', 'floor', 'view', '...']"
sadness,"['now', 'i', ""'m"", 'awake', 'i', 'ca', ""n't"", 'get', 'back', 'to', 'sleep']"
sadness,"['Now', 'i', 'feel', 'really', 'really', 'bad', '...', 'sorry']"
sadness,"['miss', 'u', 'more']"
sadness,"['the', 'geek', ',', 'the', 'stepson', 'and', 'the', 'live', 'in', 'nanny', 'love', 'BGT', ',', 'me', '-', 'ca', ""n't"", 'stand', 'it', '!', 'Had', 'to', 'watch', 'TV', 'upstairs', 'all', 'alone', '!']"
sadness,"['Enjoying', 'the', 'nice', 'couple', 'dad', 'with', 'my', 'brother', 'to', 'bad', 'we', 'never', 'really', 'see', 'each', 'other', 'anymore', '...']"
sadness,"['Just', 'got', 'finished', 'watching', 'marley', 'and', 'me', ',', 'and', 'I', 'cried', 'like', 'a', 'fucking', 'baby', '...', 'I', ""'m"", 'missing', 'my', 'beast', 'like', 'crazy', '!']"
sadness,"['My', 'phone', 'passed', 'away', 'yesterday..', 'He', 'jumped', 'off', 'the', 'table', 'Searching', 'for', 'a', 'new', 'phone', '...']"
sadness,"['oh', 'my', 'god', '.', 'my', 'twitter', 'feed', 'has', 'been', 'taken', 'over', 'by', 'geeky', 'stuff', '!', 'so', 'funny', '!', 'I', 'wish', 'i', 'understood']"
sadness,"['nobody', 'loves', 'me', 'on', 'twitter']"
sadness,"['ca', ""n't"", '.', 'wish', 'I', 'was', 'sleeping', '.', 'Got', 'ta', 'be', 'at', 'work', 'in', 'less', 'than', '4', 'hours', '...', 'Wait', ',', 'what', ""'re"", 'u', 'doing', 'up', '?', '?', '?', '!']"
surprise,"['nooooooooo', 'i', 'just', 'got', 'into', 'my', 'pyjamas', '!']"
surprise,"['Bubble', 'tea', 'is', 'awesome', ',', 'it', ""'s"", 'been', 'so', 'long', 'since', 'I', ""'ve"", 'had', 'some']"
sadness,"['your', 'boyfriend', 'did', ""n't"", 'even', 'say', 'bye', '!']"
sadness,"['Have', 'you', 'ever', 'realized', 'you', 'never', 'fully', 'have', 'everything', 'you', 'want', '?', 'feelin', ""'"", 'down', '.']"
sadness,"['Gutted', ',', 'been', 'invited', 'to', 'a', 'bbq', 'tomorrow', 'night', ',', 'gon', 'na', 'miss', 'the', 'BGT', 'final', '...', 'Wonder', 'if', 'they', 'can', 'wheel', 'the', 'TV', 'outside', '?', '?']"
sadness,"['Sad', 'But', 'True', ':', ':', 'I', 'SHouldnt', 'Right', '?']"
sadness,"['supposed', 'to', 'be', 'great', 'weather', 'today', '&', 'amp', ';', '2moro', ';', 'just', 'my', 'luck', 'Im', 'stuck', 'in', 'work', '1-10', 'both', 'days', '!']"
sadness,"['i', 'lost', 'all', 'my', 'friends', ',', 'i', ""'m"", 'alone', 'and', 'sleepy..i', 'wan', 'na', 'go', 'home']"
sadness,"['i', 'didnt', 'get', 'the', 'joke']"
sadness,"['Also', ',', 'I', ""'m"", 'really', 'missing', 'Sami', '...', 'just', 'thought', 'I', 'would', 'throw', 'that', 'one', 'out', 'there', '...']"
surprise,"['what', 'a', 'lovely', 'summery', 'morning', '!', 'Shame', 'I', 'have', 'to', 'be', 'in', 'work', '!', '!', '!', '!']"
sadness,"['i', 'REALLY', 'miss', 'my', 'photofiltre', 'and', 'photoscape', 'GIMP', 'is', 'too', 'damn', 'confusing']"
sadness,"['at', 'last', 'i', 'wr0te', 'again', '...', '.got', 'bored', 'the', 'previous', 'dayss', '...', '.']"
surprise,"['what', 'sun', '?']"
sadness,"['I', ""'m"", 'afraid', 'so', '.', 'All', 'tour', 'I', 'have', 'had', 'people', 'refusing', 'to', 'believe', 'that', 'I', 'am', 'anything', 'else', '...', 'Irish', 'all', 'the', 'way', '.']"
sadness,"['It', ""'s"", '4', 'am', 'and', 'I', ""'m"", 'hungry']"
sadness,"['Why', 'do', 'weddings', 'on', 'TV', 'make', 'me', 'cry', '?', 'Is', 'it', 'just', 'my', 'inner', 'desire', 'to', 'be', 'eternally', 'happy', 'and', 'start', 'the', 'rest', 'of', 'my', 'life', '?', '?']"
sadness,"['ca', ""n't"", 'go', 'to', 'bed', 'An', 'am', 'sooooo', 'tired', '!', '!', '!']"
sadness,"['man..', 'it', ""'s"", 'starting', 'to', 'rain', 'real', 'hard..']"
surprise,"['ca', ""n't"", 'believe', 'he', 'has', 'to', 'wait', 'till', 'October', 'to', 'see', '&', 'quot', ';', 'Up', '!', '&', 'quot', ';', 'when', 'Americans', 'get', 'to', 'see', 'it', 'this', 'weekend', '.']"
surprise,"['YoYo', 'door', 'nazis', 'refused', 'me', 'entry', 'on', 'account', 'of', 'no', 'ID', 'gutted', '!', 'Heard', 'it', 'was', 'a', 'good', 'night', 'tho..', 'Next', 'time', 'I', ""'ll"", 'come', 'prepared', '!']"
sadness,"['Just', 'wrote', 'lyrics', 'to', 'my', 'new', 'song', 'exciting', '!', 'I', 'slept', 'on', 'a', 'full', 'stomach', 'again', 'it', ""'s"", 'the', 'worst', 'feeling', 'waking', 'up', 'and', 'still', 'feeling', 'full', 'euggh']"
sadness,"['got', 'paid', 'nowhere', 'near', 'as', 'much', 'as', 'she', 'thought', 'she', 'would']"
surprise,"['Wow', 'one', 'year', 'today', 'Luc', 'Bourdon', 'was', 'killed', ',', 'does', ""n't"", 'seem', 'that', 'long', 'ago']"
anger,"['Hey', ',', 'Wahts', 'happening', 'in', '#', 'coffeclub..', '?', 'I', 'didnt', 'have', 'coffee', 'for', 'two', 'days', 'now']"
sadness,"['I', 'have', 'not', 'been', 'this', 'sick', 'in', 'years', '.', 'OMG', '.', 'This', 'sucks', 'so', 'bad', '.', 'Sickness', 'ended', 'up', 'including', 'a', 'full', 'restroom', 'cleanup', '.']"
surprise,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']"
sadness,"['oh', 'no', 'I', 'hate', 'that']"
sadness,"['How', 'I', 'wish', 'I', 'get', 'at', 'least', '2', 'days-off', 'in', 'a', 'row', '.', '1', 'day', 'off', 'is', 'not', 'enough', 'to', 'rest', '.', '3', 'days', 'on', ',', '1', 'day', 'off', ',', '4', 'days', 'on', ',', '1', 'day', 'off', '...', 'Ugh', '!', '!', '!']"
sadness,"['im', 'having', 'trouble', 'finding', 'really', 'yummy', 'egg', 'free', 'ice-cream', '#', 'favoriteicecream', '-', 'got', 'any', 'recommendations', 'anyone', '?']"
anger,"['Did', 'a', 'historical', 'Jesus', 'ever', 'exist', '?', 'Im', 'finding', 'it', 'hard', 'to', 'prove', ',', 'its', 'all', 'hearsay', 'accounts', '...', 'it', 'bugs', 'me', '...']"
sadness,"['I', 'guess', 'you', ""'re"", 'not', 'talking', 'about', 'Orlando', 'Magic', 'There', 'was', 'nothing', 'magical', 'about', 'it']"
sadness,"['I', 'never', 'thought', 'falling', 'in', 'love', 'can', 'cause', 'so', 'much', 'pain', '...', 'good', 'thing', 'that', 'I', ""'m"", 'so', 'over', 'that', 'phase', '!']"
sadness,"['when', 'you', 'wake', 'up', ',', 'tweet', 'me', 'and', 'let', 'me', 'know', 'when', 'ur', 'on', 'msn', '.', 'I', 'really', 'need', 'to', 'talk', 'to', 'you', 'miss', 'you']"
sadness,"['caught', 'tweets', 'on', 'it', 'and', 'got', 'home', 'in', 'time', 'for', 'the', 'last', '5', 'mins', 'of', 'the', 'ITV2', 'show', '!', '!', '#', 'bgt', 'Out', 'tonight', 'too', 'so', 'will', 'miss', 'it', 'again']"
sadness,"['The', 'Good', ':', 'I', 'drank', 'Jager', 'and', 'licked', 'a', 'hot', 'asian', 'girl', ""'s"", 'foot', '.', 'The', 'Bad', ':', 'I', 'was', 'reminded', 'once', 'again', 'that', 'I', 'will', 'never', 'get', 'asian', 'girls', 'ever', '.']"
sadness,"['3', 'hours', 'sleep', 'last', 'night', ',', 'all', 'of', 'my', 'being', 'wants', 'to', 'crawl', 'into', 'a', 'ball', 'somewhere', 'and', 'sleep', 'for', 'about', '5', 'more', 'hours', '.', 'At', 'work', 'till', 'six', 'too']"
surprise,"['i', 'thought', 'it', 'was', 'already', 'winter', '.', 'turns', 'out', 'winter', 'has', 'even', 'started']"
sadness,"['Is', 'so', 'freaking', 'bored', 'on', 'the', 'bus', '.', 'Hate', 'being', 'poor', ',', 'ï¿½4.80', 'return', 'for', 'a', '10', 'min', 'train', 'or', 'ï¿½2', 'return', 'for', 'an', 'HOUR', 'long', 'bus.ipod', 'has', 'no', 'battery', '2']"
sadness,"['I', 'have', 'no', 'choice', 'have', 'to', 'get', 'on', 'it', '!']"
anger,"['lost', 'all', 'my', 'files', 'since', 'high', 'school', '.']"
sadness,"['Everyone', 'seems', 'to', 'love', 'it', ',', 'but', 'it', 'felt', 'kinda', 'lazy', 'and', 'repetative', 'to', 'me', '.', 'I', 'was', 'really', 'disappointed', '.']"
sadness,"['Its', 'a', 'lovely', 'day', 'sky', 'is', 'clear', 'birds', 'are', 'singing', 'and', 'i', ""'m"", 'stuck', 'in', 'an', 'office', 'with', 'on', 'windows', 'for', '9', 'hours']"
surprise,"['Not', 'ah', 'huge', 'fan', 'of', 'getting', 'up', 'in', 'the', 'middle', 'of', 'the', 'night', 'to', 'change', 'peed', 'sheets', 'and', 'underpants', '.']"
sadness,"['nothing', 'could', 'get', 'worse', ',', 'or', 'could', 'it', '?', 'if', 'it', 'did', 'i', 'think', 'id', 'be', 'on', 'the', 'verge', 'of', 'killing', 'myself', 'or', 'someone', 'else', ',', 'things', 'are', 'not', 'good', 'anymore']"
sadness,"['todays', 'weigh', 'in', '...', '.', 'only', 'lost', '1/2', 'pound', 'this', 'week', ':', 'o', 'depressing']"
sadness,"['lol', 'the', 'things', 'u', 'got', 'ta', 'do', 'sometimes', 'man', 'smh', 'lol']"
sadness,"['haha', 'yea', '!', 'Just', 'working', 'and', 'chillin', 'in', 'the', 'eastbay', '.', 'Unlike', 'u', ',', 'I', 'do', ""n't"", 'get', 'a', 'summer', 'break', 'boo']"
sadness,"['although', 'these', 'are', 'a', 'BIT', 'tighter', '(', 'smaaaaller', ')', 'than', 'my', 'last', 'pair', ',', 'they', 'were', 'baggy', 'as', 'hell', ',', 'now', 'I', 'get', 'front', 'wedgies']"
sadness,"['Damn', ',', 'got', 'Chili', 'Beans', 'on', 'my', 'shirt', 'I', 'hate', 'that', 'I', 'can', 'be', 'a', 'messy', 'eater', '.', 'Such', 'a', 'lady', '!']"
sadness,"['I', ""'m"", 'on', 'mobile', 'web', 'and', 'it', 'wo', ""n't"", 'let', 'me', 'it', 'looks', 'awesome', 'though', '...', '.and', 'no', 'one', 'reads', 'my', 'tweets', 'anyway', '.']"
sadness,"['yes', 'i', 'love', 'it', 'its', 'just', 'a', 'little', 'bit', 'complicated', ',', 'because', 'i', 'want', 'it', 'on', 'my', 'BB', ',', 'but', 'it', 'doesnt', 'work']"
sadness,"['i', ""'m"", 'so', 'sad', ',', 'because', 'my', 'beloved', 'boy', 'does', ""n't"", 'online', ',', 'i', 'wait', 'for', 'him', 'everyday..']"
sadness,"['hardly', ':', '/', 'some', 'of', 'my', 'furniture', 'is', 'being', 'shipped', 'from', 'who', 'knows', 'where', 'and', 'is', 'backordered', 'I', 'may', 'cancel', 'and', 'shop', 'local', '.']"
surprise,"['huh', '?', 'its', '1', 'am', 'already', '?', 'shucks']"
sadness,"['bwarg', '.', 'ca', ""n't"", 'sleep', ',', 'tired', 'of', 'drawing', '.']"
sadness,"['Do', ""n't"", 'have', 'time', 'to', 'chat', '(', 'sorry', 'girls', 'Miss', ""y'all"", '!', ')', ',', 'but', 'we', 'have', 'a', 'new', 'lawnmower', '...', 'yeah', ',', 'that', 'was', 'today', ""'s"", 'highlight', '.', 'Tomorrow', 'is', '...']"
sadness,"['i', 'really', 'wish', 'i', 'could', '.']"
sadness,"['exactly', 'like', 'that', '...', 'in', 'glasgow', 'now', '...', 'it', ""'s"", 'a', 'bgt', 'busier']"
sadness,"['Ca', ""n't"", 'wait', 'to', 'come', 'home', '!', 'I', 'miss', 'my', 'Bubba', '.', 'Too', 'bad', 'my', 'parents', 'are', 'taking', 'him', 'to', 'Canada', '.']"
sadness,"['I', ""'m"", 'SAD', 'SAD', 'SAD', '!', '!', '!', 'thought', 'my', 'aunty', 'Stina', 'coming', 'but', 'no', 'more', 'i', 'was', 'so', 'looking', 'forward', 'to', 'having', 'family..i', 'miss', 'dat', '!', 'i', ""'m"", 'alone', 'on', 'maui']"
surprise,"['Arghhh', '...', 'my', 'korean', 'dvd', 'ca', ""n't"", 'see..I', 'need', 'to', 'laugh..']"
sadness,"['has', 'to', 'do', 'two', '50', 'page', 'assignments', 'this', 'weekend', 'there', 'goes', 'any', 'chance', 'of', 'relaxation', '!', '!']"
sadness,"['Town', '.', 'Uncle', 'and', 'Gabriel', 'are', 'coming', 'in', '.', 'I', 'miss', 'Gabe', 'Tempted', 'to', 'ask', 'if', 'I', 'can', 'go', 'back', 'to', 'Baton', 'Rouge', 'with', 'and', 'stay', 'with', 'other', 'side', 'of', 'fam', '...']"
surprise,"['There', 'is', ""n't"", 'any', 'right', 'now', '.', 'They', 'need', 'to', 'make', 'more', '.', 'Sorry', '.']"
