sentiment,Content
sadness," I wanna play with you tonight  *pout, pout side face*"
sadness,Nothing like getting to work and finding out you have to cover extra shifts this week... looks like another 40 hr work week.
sadness,doesn't wanna get dressed up and be an adult today.
sadness, I know how you feel.  Takes far too much time out of my life!
surprise,Ah! Haha Omg  we have no more fudge grahmcracker cookies! Boo
sadness,"Not to thrilled about the marathon this sunday, they assigned me on the street. Less $$$"
sadness,"want my new lappytop now, but the site says it won't be here till 6/9"
surprise,http://twitpic.com/672s3 - What I woke up to this morning...I didn't want to leave bed.
sadness, That ur anti is what I understood from the message. Sorry left off ur don't vote BNP msg at end due 2 space
sadness,getting ready to drop off something to my man so he can hang out with a friend instead of me
surprise, damn you and your hot weather - it's freezing in Oz at the moment  I miss summer..
sadness,"so glad it is friday  two classes, then lazy afternoon. too bad it isnt nice and warm out today"
sadness,I should be in NYC right now with some of my favorite people but instead I am stuck in RI.
sadness, me too.
sadness,trying to find some friends and not having any luck
sadness, Would love it but have plans
sadness,"Hmmm, I just realized....I didn't have any bday cake for my birthday...boo hoo!"
sadness, i miss yoooouuuu!!!!
sadness,an ultimatum is an ultimatum no matter how you dress it up.  and that sucks.
sadness,Got 2 get ready 4 work  would rather be fishing!
sadness,No No No  will take  away  Not my day! #shadez #twpp
sadness,"Work is MAD blocking sites! No fun  but they aren't blocking facebook, twitter &amp; youtube"
sadness, DIE!  gosh.... i will die 'til movie awards
sadness,wants to go out and enjoy the weather but is tired and stuck in bed
sadness,i want to see the next gossip girl episode!
surprise,omg seated for seth lakeman but way too far back for my liking  x
sadness,"The Killers are coming to TD Banknorth in Boston on 9/4 at 7:30pm. And, I can't go.   Everyone else should go though! Tickets on sale Sat."
sadness, I miss you
sadness,Boring day today. Broke so I can't go and see my friend's band tonight  Maybe The Q tomorrow though.
sadness,"he switches off his cellphone!! huaaaaa, i cant sleep  buzz me bebe.."
sadness,wow i just woke up and read drews blog .. oh man im seriously crying right now
sadness,disappointed! I forgot to tweet something really inappropriate  yelled in whole foods yesterday &amp; now I can't remember it.
surprise,is wondering what I did to get on the &quot;do not respond&quot; list
surprise, OMG that is AWFUL! $12k??? Wow     Our pyr figured out how to open a doorknobs one day by crushing them in her jaws and
sadness,All my loved ones are leaving on Sunday..... sad
sadness," that just gave me that sick-to-my-stomach feeling  ppl like that don't belong in regular society, ever!"
sadness,uploading PCD onto my iTunes xD i used to have it but certian events caused me to lt sadly
surprise, really? and yeah it's too soon
sadness,"the dog dug a hole in the backyard well iwas sleeping, now im grounded"
sadness,my followers went from 22 to 20  i'd follow you back but i cant do anything till i get interwebnet! I want more followers. Im interesting!
sadness,Another Qi about to start....I'll be missing the next 4
sadness,Bout to get ready for work ugh i hate workin on fridays
sadness,Jenn jenn jenn oh why oh why won't u pass on ur iTunes knowledge onto me?
sadness,"At Spring Awakening...cannot wait for it to start. Last time I'm here ever! Boo, sad times"
sadness, I'm so ready for the weekend. Did you see all the flash flood warnings for around here?
sadness,Friday is not treating me well so far.
sadness,in accounting class ; then detention after
sadness,Sorting out Twitter issues....very frustrated that you can't talk to someone and they respond slowly to issues - capacity the challenges
sadness,Oh my god...my favorite havaianas just broke after three years or service  they will be missed. and they were molded perfectly to my feet
sadness,fell on the sidewalk in harvard square.  stupid cobblestones!  now my hand hurts
sadness,"As Simon/Idol might say, 21life sentences not good enough for Chester Stiles. How can one rape a 2 year old child?!  How the F?  Why?"
sadness, how you get a day off and you still aint hit me.. Where is the lOVE?
sadness,Just dusted &amp; vacuumed apartment.  I think I need another new vacuum...my entire apartment is smoky.  I just bought this one from Kmart
sadness,Man work is so busy today  2people called in sick and the old perverts keep rolling in  sadness abounds...
sadness, No tango icons in this revision.
sadness,last day at the Ko Olina.  off to north shoreee(:
sadness, did you finish twilight? i did! and i wish it wasnt over
sadness,follow friday: following more people then followers  follow me? woot #followfriday
sadness,Long day at office again. Tiring week
sadness,"damn, I paid like $16 my first Slightly Stoopid show and now they charge $47 a pop   makes me sad..."
sadness, really?  dang.. I missed it   *sigh*
surprise, a steak burrito bowl right! I wish I wasn't too lazy to go downtown
sadness,needs somewhere to go...its still lush out + i want to be back out in it
sadness,going to miss springwatch tonight  going to have to make do with my own garden!
sadness, I'm pretty bored with it too
sadness,has just received a phone call for new patients...i guess that means work for tomorrow!
sadness,Tried to do an Audioboo recording but it' distorted due to the high volume  #OBS
sadness, I can haz beer too? Oh wait... I'm a work...
sadness,  to mast ladki patata hai chal jiske sath bhi jaye khush rehna...will miss u my love...  #twpp
sadness,is updating an old ipod...sad...i miss my orange nano
sadness, thanks.  Sadly the streamline top II is sold out. Streamline trunk II is available in my size but that only gets me halfway.
sadness,lost my DC hat ..
sadness,"Have I ever told you I absolutly hate writing emails, status pdates are fine but emails have so much...finality...to them"
surprise," Wow, really? I didn't know it was that serious.  Well that sucks. Texas must have been chock full of asbestos."
surprise,  really?! Ur getting rid of it! That's sad
sadness, &quot;My House&quot;...I like that club! I wnt there whn I was in LA!! U know I'm not going! That's on Tuesday..I can't
sadness,"I'm pissed, someone took my wallet"
sadness, That's true.  It still sucks though 'cause I was all &quot;LOLOL I AM SO ORIGINAL--ohshit&quot; so. But yeah. Thanks!
surprise,"Hey Dont Feel So Good,cuz i got in a car accedent yesterday."
sadness,I really miss Sebastian
surprise," I'm there! So, no New York for me!"
sadness, oh god i just watched it to!! did claire escape? AGAIN!!! it was really quite sad
sadness," aw, sad  I was looking forward to seeing you!"
sadness,10 more minutes and i never have this class again. Its kinda sad cause this class is so fun
surprise,"I want to see Terminator, but everyone's already seen it"
sadness,listening to  Without Your Love...hes so tortured in that song...makes me sad
sadness," that truely is sad news to hear  we are all created equal, so sad to know our neighbors are such prejudice people"
sadness, thats a bummer i haven't got one yet :/ been waiting over a year  grrrrrrrrrrrrrrr
sadness, but Today mtv does not allow us to vote
sadness,Wish I didn't have to work today.
surprise,Well dinner was disastrous my uncle lashed out at me for no reason he just told me to shut up ! ?? Confused since i wasn't even talking
sadness,Its rained ever day in Miami since I've been here.....
sadness,i wish i were hanging out with kobe right now
sadness,"Guess I'm gonna try the nap thing again 2day, but since my kids haven't cooperated with it yet this week I'm sure 2day won't be different"
surprise,pulled from interesting meeting to an urgent support request
sadness,i neeeeeeeed music suggestions but no one will give them
sadness,Just lost respect to someone.
sadness,Sims 3 wouldn't work on my old macbook  hope to get Sims 2 by tomorrow.
sadness, aw i wish i could.  i have to get ready for atlanta and i have to come into work since I am behind on work
sadness,"MIT bookstore has best book selection, but it's the one bookstore I have no coupons or discounts for"
sadness,about to start getting ready for work.  took lexi out to the park earlier! wish i could lay around ALL day.
sadness, don't care about my struggles..
surprise,HD full again...  http://plurk.com/p/x2eb3
sadness,i miss my boo  on another note im soready for this game to come on tonight...fox grill anyone???!!
sadness, I still have a lot of time on my stupid contract...  18 months before I can change providers
sadness,at least 3 more days
sadness,TGIF!!! But also sad that this is last day I get to work with my favorite TV reporter
sadness, depressed that both of those are already out but yours isnt. I want your book!!
sadness," that sucks  I seriously hope you feel better soon, you need to come over next week!!!"
sadness, i just called and it's sold out.  bummer. next time!
sadness,Im wishing that i had the weekend off so i can go to SOL.
sadness, well my daughter is 20 now...thats why I said 'I miss those days'...they go by sooo fast
sadness,spending most of the weekend working.. that doesn't even sound fun
sadness, Ohhhhh how I miss the Brunch
sadness,"Oops, forgot we are having a barbecue at work today! I didn't need to pack a lunch after all"
sadness,I am so jelz. I want a house. &gt;
surprise, ohh i would def give it 2 u but tht was kenyatta's cam not mine  sry but i want tht pic 2
sadness,and wtf at little 9 year old wanna be thugs? ugh why can't everyone just be friends and not in cliques like back in the old days
sadness,this is a horrible day.
sadness, I'm jealous - I would love deer steak. One of the downsides of having an almost vegetarian and a carnivore living together
sadness,Checking out zensify on my iphone. works fine but no landscape typing
surprise, So no video blogs anymore?
sadness,Stupid net  we think mum broke it. Again.
surprise," lmao yea, I saw him on atlpics, yea I try to act like I'm still in atl  lol"
sadness,No shoes for me.
sadness,is up at the hub for day parade again (of course) and they just cancelled the castle show mid-show
sadness,installed the new modem which is meant to run 5 times faster than the old one and its slower  what the hell? gah slow internet kills me
sadness,No pool today.   Stupid weather.
sadness,Roscoe - Smooth Sailin' WHY DID NO ONE TELL ME ABOUT THIS SONG?????? RAP FRIENDS U HAVE FAILED ME
surprise, I make that same face when I get home and your mom is watching soaps.
surprise,Cant believe there had been nice weather all day and I was stuck in doors all day
sadness," was on the list, i paid 5 to get in, but if your under 21,you cant go in and out, but it was gettin so hot, so we went outside"
sadness,"Wow, my bed is SO comfy &amp; my nap has been much too short. Getting up for work = do not want."
sadness,I have not recieved any mail in over a month  life is boring
sadness,Where's my Happiness?
sadness,"Was a little slow to try this one, but Ben &amp; Jerry's Mission to Marzipan is a bit of a letdown."
sadness,Not feeling well. Food poisoning.......
surprise,Heading south on I-95.  Jacked mess around SR 234
sadness,Powerdvd doesn't want to play my Pushing Daisies dvd. I only want screenies to make icons with! Copy protection gone bonkers?
surprise,"Its raining on Staunton again, We need the rain, but that just means Ive got nothing sitting outside for people to see,"
surprise,"My guitar ain't herew yet?, feel like i lost a limb!."
sadness,at home sick
sadness,I miss you
sadness,Now  is trying to guilt me into coming to Alumni Weekend. I don't think I can make that either this year. I suck a lot.
sadness,SICK again
sadness,I'm so sleep deprived but it's to hot to sleep.
sadness,"http://bit.ly/253ce  :: I got bit in the face by a doberman when I was four years old, I just wanted a kiss   My neighbor had about 13 ..."
sadness,on my way to my dad's with my sistas..  r.i.p. Deb..
sadness, http://twitpic.com/67318 - *sniff* i feel so left out!   *grin*
sadness,At home sick.. On a friday...studying is all im doing at this point.. My weekend is so ruined
sadness,Had to eat my sandwhich since guys were in a meeting. No sushi to brag about.
sadness,Facebook Farm town become slower and slower
sadness,Not good news  Time for an incredibly hard decision.
sadness,Today more sore than surgery day. Glad I took extra sick day.  Full recovery expected after 6 weeks.  Calling lawn service firms today
surprise, pansy  wtf codeh?!
sadness,"I did the dishes and I'm now on a train to Newcastle. Have to leave #nontweetinggirlfriend behind for 2 weeks, which is always a bit sad"
surprise, you got sonic without me?
surprise,Wish my U2 beta key worked now. Don't want to wait 'till Wednesday to play
sadness,"ohhhh, how sad...I didnï¿½t get it!"
sadness,wants to go out tonight but cant get home
sadness, he could be talking to me  (he's probably not though ;) )
sadness, hahah me too!! Except for when Haley gets hit by a car  but yay Leyton!
sadness,It's Going To Be A Busy Day  And That Sucks Cause I Wanted To Spend Time With Someone Earlier Today
surprise,Oh great Tampa people - anybody in the area know someone who works for the Jain Society of Tampa Bay? None of their phone #'s work.
sadness,http://twitpic.com/674p1 -  this is my Ohio is for lovers tattoo got the design off the shirt.. haha but I lost the shirt
sadness,is sadly sitting at home when she could be going to a partyyyyy
anger,#twitterfails fucking hard right now...this is annoying
sadness,  that made me sad..
surprise," Right; however, you neglect to mention that younger women are &quot;gold diggers&quot; or &quot;trophies.&quot; Isn't patriarchy grand?"
sadness,I need hugs from Joe Jonas
sadness, aww honey I'm sorry
sadness, I told u I tried but 88 said it was 2 late  cause the girl I was with took 4ever 2 get ready. they wanted to meet up by 11.
sadness,hates the sound of silence..doesnt like being shut out..
sadness,Got up early did a shit ton now im headed to cherokee park to run  and walk !
sadness,My arms are making me want to cry... and also because those shots made me sick
sadness,@ jimithy1: can't come  msbj&lt;3
sadness," i miss that place, but miss wegmans even more. whole foods != wegmans"
sadness,not really in the twitter mood today... i don't know what to do
sadness," damn - that's sad, then... I haven't heard the new one yet. Sounds like I've been spared a tragedy."
surprise,i had a dream that i was going to my graduation &amp; i started crying...then i went home to take a nap &amp; missed it...then a bee stung me...
sadness,"i wanna see 'up' tonight, but no one will go with me. whhhyyy"
surprise,Went to the vending maching to get Bugles. No Bugles  Perhaps it is a sign that I don't need the snack anyway.
sadness,Evaluating my people...Dont like this part of the job
sadness,does anyone know where I can watch the prison break tv movie? It's not on itunes
sadness, I've had the week off too...but I have Biology  exams to revise for so my Bones time is limited
sadness,Edge left me off the contributors list in this month's issue.  x FFS. &lt;- Werd
sadness,In denial about the moving van parked a few blocks away.
sadness,Last day in maui
sadness, where's the UK love?!
sadness, 5 seasons that's it? Sorry just noticed in ur previous update. My sis isn't gonna be happy
sadness,oh how I miss my truck... I could have my whole place moved by now...
sadness,is in mourning that he is having to miss the homesssssskooooler fair today!!!
sadness,Laundry time and LOTS of it!
surprise,Got word from USAA that the minivan is totalled.  Now we need a high valuation for something to buy a new car with.
sadness, Sorry we couldn't get the project working with the windoze laptop  but a ton of folks came up afterwards and saw it running
sadness,Still white despite being out for ages in the sun
sadness,I feel like I'm going to toss my cookies
sadness,Off to Nanaimo 2day... missing my son already and i havent even left yet
sadness,Bad day at the office. In a horrendous mood  Was it national 'Act like an idiotic buffoon' day today and no-one bothered to tell me?!!
sadness,SHIT I lost my Star Trek ring!    Starfleet Academy class ring w/ Golden Gate Bridge on it.  Got it as high school graduation present.
sadness, I feel almost empty inside today.  Not a good feeling.
surprise, I may be telling myself that cos he never replies to me
sadness, that's sad  what kind of mess are you getting into this weekend?
sadness, I won't be getting any ROTF toys 'till MUCH later.  Tell me if anybody isn't/is worth getting.
sadness,Friday night is never as fun as it should be when you have work on Saturday morning
sadness, you're so lucky. we have 6 weeks until summer
surprise," I'm only allergic to some bunnies. Are you allergic to all fur? That sucks! Isn't that cosmic irony, a furry allergic to fur!"
sadness,Im sad...there's a for sale sign in front of my house!!
surprise,"Much to my surprise, I was using my credit card before the crack dawn to do some serious online gambling. One problem: it wasn't me."
sadness,A little 3 mile run done!  22.5 minutes...  I'm exhausted!  Not impressed with the HRM...
sadness,i feel so bad when the kid is sick
sadness,melissa_leah: my car wont start.......
sadness, that's not great  guy related??
sadness, Hello - iï¿½m back  Hope that happens not occasionally as on wednesday
sadness,  sadness. you could hang out with me and feel less apathetic.
sadness,Mean people suck.
sadness,"we need to have a haters ball today like on dave chappelle,,,,, man I miss those days on comedy central the new episodes"
sadness, I miss you too
sadness, oh that sucks!!!  Thank God for your laptop!!
sadness, so no rice or crusty bread with the chili .... aawww
surprise, muhaha martha &lt;33 have fun see uu next mnth
sadness,   i'm having one of those days today also
surprise,"Sometimes games are cruel because they're not real... like last night when I won $128,600 on Wheel of Fortune"
sadness,slept with my eye open again- hurts like hell... wish I could find the eye lube stuff to make it feel better....
surprise,Sad because A Skylit Drive's new songs don't sound as good as I had hoped.
sadness,I'm suppose to get up to go find sumthin to wear tomorrow but I can't get up
sadness,u ever have a friend that u just wonder why are we friends? i know what you get from me but i'm questioning what i'm getting from u.
sadness," Q, i dont get love anymore  ?"
sadness, It was blatently your fault for just shoving it in the bag when I said no  I felt that you had very much tricked me. xx
surprise," LOL I do too.... I can't take him back, I lost my receipt!"
sadness," awe yeah, it's more fun revising with others but you get distracted easier &gt;.&lt; yeah I'm tired, revising history"
sadness,"Ugh, I don't know if U even care about Nicole Richie, but I do and C that I missed her on TV last nite despite the twitter  "
sadness,George is sad because he can't go for a car ride with his dad  http://apps.facebook.com/dogbook/profile/view/6877274
sadness,sick  and HAPPY 13th Amanda
surprise,Why is it so dark outside?
sadness," I wanted to, but I sadly work today.  Normally, I don't work Fridays, either."
sadness,Willie is pouting because Grandma didn't put any treats on my food  http://apps.facebook.com/dogbook/profile/view/6877293
sadness,So tired n sick-what the fuck is wrong w me
surprise, I forgot about it and I already ate lunch  so I guess I'm not going.
sadness,is really sad about her nephew  but keeping busy sorting out items for BWM! http://bit.ly/N9tsM
sadness, majorspoilers.com has problems - cannot get the site working
sadness, don't say that - I really miss my red Porsche (sold it 2 yrs ago)
sadness,"just played like, 5 games of dota hahaha. I wanna go home"
sadness,On my way to get the crate and Bella Dolce!!!! Sad cuz  is going tto Richmond
sadness, TERRY TERRY TERRY!! i miss you
sadness, any chance of seeing you at a race in germany? unfortunately hardly any tv &amp; news coverage of cycling here anymore!
sadness, - don't feel bad. I got a foad for a promotion here too.
sadness,Is at the botanical gardens and its beautiful but she forgot an extra memory card so no pictures today
sadness,moving offices  I'm going to miss you Hollywood.
surprise, oh my god! you're kidding! wow !! you must of moved out RIGHT after calleen got his 4 month shots.
sadness,2 days without sleep and now a migraine. I thought life postR01 was meant to be relaxing
sadness,Please help me get this song out of my head
sadness,Im in science!! very boring
sadness,Back at home. At the moment Iï¿½m speaking to my aunt on the telephone and Darius is neighting in the backround... Miss my little horse
sadness, Lol. She's offering me a case of guiness!  can you one up her? If you buy me two I'll stay. Let's start the bidding wars
sadness,"watched prison break special, such a sad ending"
sadness,"Aww  is getting married, congrats to him and his new wife! Now I miss the WN Weekend people"
sadness,Spent the last hour signing yearbooks. I'll miss you guys!
sadness," if so, the TMobile G1 is the Hummer H1. I wish I had the battery life of an iPhone!"
sadness,Oh no... The sun's gone!
sadness, are you going with jordan? he told me to come but im stuck at work
sadness, Thanks very much for the #ff  ! My only one today
sadness, his fam would disown us if we weren't there!   Both of us really wanted to come to the bbq  but got our weekends mixed up -
sadness, I hide my berry like a slave REGULARLY only today I was caught by massa   &amp; im def not light enough to be a juice pouring slave
surprise,OMGZZZ i just realised homer simspon aint real :O  haha !
surprise, do you have a password for the San Diego show? Mine is not working
sadness,"i'm out of books to read, movies to watch n stuff to buy...i'm bored!"
sadness,Sad to say bye bye to these beautiful mountains.  http://twitpic.com/675ks
sadness,I missed  giving away a TTC code
sadness,#twpp and no one told me?
surprise," It Was The Best Evar &amp; My First,, You Didnt Awnser Any Of My Questions  xoxo"
sadness,Why don't you make me feel like you used to
sadness, me and Arlando are totally done. I havn'e talked to him in a LONG time!Now I just have to find a 'worth while' man...
sadness,I Wish i was still in Cornwall - i miss my auntie's dogs
sadness, my bad... I am always running...
surprise,always excited for a new chapter in my life. just didnt expect it to be so emotional.
surprise,and my other peep got onto a game site who i will never see again
sadness,"Ok, WTF?! Why do you have something on your menu *in the window* if you don't sell it?! I wanted my bubble tea"
sadness, what about me  I miss you too!
sadness, ooohhhhh - sorry  So sad - never noticed the dollar signs! #oxteach
sadness,Ugly betty was sooooooo sad!!!
surprise," ???, ???, ???, ????? ???? -- ??????"
sadness,Only have 80  followers... So sad.
sadness,Senior video in mustang update. I'm gonna cry
sadness,I have to wait until I get home to watch the New Moon trailer clip. Stupid work Internet access restrictions
sadness,Its so cold! I wish  or  were here to cuddle with me
sadness,Back at home and phone my grandma... I love her and miss her
sadness," b/c &quot;we&quot; ONLY have Baby Phat, Phat Farm, Applebottoms &amp; FUBU!! And they come up pretty WEAK!! Double"
sadness,There is no good place to grab a quick healthy lunch in downtown Golden. Looks like it may be Safeway
sadness,Wow. Way to be discouraged  idk anymore... fml.
surprise, Just try to do your best. I hope you don't get laid off.
sadness," I always choose to be a good guy, even if I know its only a game, i feel a bit bad doing evil things"
sadness,dam i missed hollyoaks 2nite!
sadness,Bitter sweet moment... Want to leave but have nothing to go home to...
surprise,I JUS FOUND MY I.D. FINALLY ; IT WAS IN THE LINT THINGY IN THE DRYER LOL ITS ALL BENT OUTTA SHAPE NOW  IM MAD
surprise, WOOW that's harsh!  I'm so sorry to hear that
sadness,"I definitely missed listening to The Spill Canvas, I miss seeing them live as well  &quot;Now I'm in stitches ooooover you and oooover you, oh&quot;"
sadness,feel crappy today
sadness,"sad day, redskins release Jansen   Best wishes to him. http://twurl.nl/ueivwi"
sadness,prom tonight.. too bad im not going to be there
sadness,"Bad day!  Work's TOO stressful...been involved in a minor accident, but everything's ok so far. Have to cut down immediately!"
sadness,"Ok grey/cold day in LA, listening to PJ Harvey, Jenny Lewis, Cat Power..I see a pattern here."
sadness,not sure where the real state market is moving  confused either hold or go ahead with the plans?
sadness,"http://twitpic.com/675tw - Square B - she is sad because she wasn't there and now she's, well, square  (crocheted bee with poly fibe ..."
sadness,ps it's rainging
sadness,  Can't figure out how to reply on Tumblr sorry! I don't get into NYC until 6/4 so I can't go to any events b4 then
sadness,Not a happy camper  not having a good day at all...
sadness, I'm gonna miss the show  at whitby for the weekend! btw i love your show! Radio 1 is always on! ly x
sadness,running errands with geeta... feeling like i have the plague
surprise, i have but you know it's not that easy..
sadness,Want to hang out with beth and tenaya and their hubbys tonight....but jon wants to hang out with some other people
surprise, OH NO....do you think he's lived out his lifespan?
sadness,Ha I got another #followfriday. take that  oh... your listed too... thanks a lot  ya jerk.
sadness,i didnt get a hug today
sadness,Tonight is my last night in my apartment...
sadness,My cat died of kidney failure during my math test  This day needs to get better.
sadness, can we trade weather? it's all gloomy today in la.
sadness,I feel actual heartbreak..  last night  x
surprise, i haven't got a text back!  sod her i looks fabulous!
sadness, I've had to do laundry for the last two days
sadness,*sigh* Last day at work. I has an sadifying in my heartparts.
sadness,I missed the math trade
surprise, OOO YUK !! thats not good Im retching as we tweet
sadness,wishing i could go out of town this weekend
sadness, you got it. poor thing not gonna have a choice for much longer though
sadness," i can't listen to music at work  I probably could try, but then i'll have to start hunting for a new job on monday"
sadness," I am saddened to see you felt the need to comment about Clay. I know you don't care, but you lost one follower today."
sadness,i have the adam lambert version of FEELIN GOOD in my head... i miss idol already.
sadness,promised myself not to eat crisps but im starving and theres nothing else quick to eat
surprise, ooh ouch!   lovely weather but damn! cover up sugar! x
surprise, we watched that one day in the middle of playing-- it REALLY doesn't hold up
sadness,"ok, I want to quit my job....."
surprise,Hi .. I have the net YAYY.. Im here for a short time though
sadness, awww me sorry.. its been so long.. u left me
sadness,My paycheck was nothing but a piece of paper.
sadness," nothing, they make it up, last time i checked a jar of curry sauce there was no pepper inside, i was disappointed"
sadness,Not eating funnel cake at Mag Fest is what I am doing
sadness,Wish I was going back to the lake for the weekend...had a blast...miss my lil bro
sadness, damn  real sorry to hear that ma
surprise, no it doesn't...sheesh
sadness, aww I miss u too! Haven't ate
sadness, Exactly!  He wouldn't say it if they'd hinted it to him. I will seriously die with him if it's true.
surprise,Was going to Grandpa's place for lunch to celebrate his 88th.  Just found out it's changed to a Chinese buffet  Bringing Gas-x!
surprise,Was about to head downtown...now there's a flash flood!  - Photo: http://bkite.com/07XFs
sadness," Dude, I hear ya. I'll be 26 two weeks from tomorrow. I feel old."
sadness,R is going to be mad :/ Science of Sleep is missing and it's due back! I didn't even get to watch it!
sadness,Mexico City traffic  Beating the rush hour to make it to the Aeropuerto
surprise,"i wish that mcfly dream was real aha, i want tom to write in my action plannner  haaa, it would be awesome though ;D"
sadness, I'm sorry you won't make it.
sadness,has has an ok day with jo. She bit me and now its bruised.
sadness, meeee too. i am listening to sad music and missing you.  ps - http://www.daytrotter.com/
sadness, yep... or it should b automatic that if u fall 4 someone that person does 2!or smthng like that... but the way it is SUCKS!
sadness, its been clownin since it got flooded in htown in april. Got it repaired or so I thought.
surprise,The bunuelos were a huge hit but i had to skip shopping afterwards.  let's see what kind of trouble i can get into here...
sadness,I feel sorry for male singers.  they are never gonna be as great Zac Hanson! Pooorr fellas
sadness, I prefer overcast days too. Sorry it's hot where you are.
sadness,ayy fml. nothing is perfect
sadness," yea, feel like im bein ignored"
sadness,about to start work and missing him like crazy.I wont be seeing him till Tuesday
surprise,and why is everyone having a nice weather but prague
surprise,Apple is expected to launch a new iPhone this summer.  Hi my name is Judy and I am addicted to Apple products.
anger,im writing an exam on a SATURDAY  that should be illegal  where's my weekend?
sadness," No problem. Unfortunately, I think it was just something I had to sort out on my own."
sadness,I know I shouldn't be saying this but fuck it..I'm horny as hell  http://twurl.nl/8q6cjc
sadness,"home, don't feel like going to work tomorrow"
sadness, AHHHH!!!! Voting is closed for your categories!!!  I would have voted for you in them though!  I tried.
sadness,"Had some fun in the sun,, Im not seeing my tan yet though      I want chocolate!"
sadness, Why I gotta be all that?... I sad now
sadness,wish i didnt have to go to work tonight
sadness,Still not feeling well
sadness,Biggest food fight/mosh pit ever and i miss it from across the school
sadness,Fire call today missed it
sadness,was gonna go to my brothers show but still feeling like poo :**(
sadness,Is anyone else having a bad Friday? Is not a fun day today.
sadness,"Is on 'msn', but nones on! :@  :'("
sadness,"Best day at work, best weekend ahead. Hopefully I will have someone to go to USC with..."
surprise, You forgot moi  #twpp
sadness,"at the risk of sounding like a whiny child, I gotta say...I WANNA GO HOOOOOOOOOOOOMEEEEE!!! Ugh."
surprise, I want to dance with you too  I haven't really listened to that song since you left. It makes me miss you more
sadness,Prodigiy and The Crystal Method tomorrow for USC Birthday party and I have to work  first time I miss the Crystal Method. SAD!
sadness, http://twitpic.com/3x3wq - impossible to know them closely
sadness," nah just iplayer listening back to it, its not working"
sadness,I just lost my favorite pen  good thing I have a back up =D
sadness, good good same sched for me too sadly
sadness, awww i didnt pass my speech
sadness,Bye bye edinburgh  i don't want to leave
sadness,"Kinda pissed really wanted to go see Drag me to Hell with Christina and Garrit, but I have to work till 2am  I'm go... http://znl.me/OSWGH"
sadness," helllllloooooooooooo tom, gig tonight? sorry im not sure when your shows are over there! miss you in the UK  HI HI HI HI HI xx"
anger, Which denomination? I'm at the library and everything's blocked.
sadness,what the fuck...ahaha i hate my life sometimes. why reply on only bad things  ..even if it wasn't bad and i was kidding but whatever! fml
sadness, will they have your video available online?  I have been gone all morning and missed it   after waiting so long 4 it
anger,bout to go to work with a wicked sunburn on the chest.
sadness,is not running in the Annapolis half marathon this weekend because i failed to meet the registeration deadline &amp; its completely filled
sadness, i miss you  when are you gonna be down in irvine again?? liz and i were just reminiscing about all our adventures.
sadness,The most painful sound in the world to me is the crying of someone I love. What's worse is I can't even hold them and say I'm sorry
sadness,gonna do laundry....never did laundry @ a hotel before.....I miss you R.....even though you ignore me and don even check on me....
sadness," same here : /   Coincidently, my friend just cancelled our movie date"
sadness,just woke up...dont want to go into work at 4
sadness,Done with geology!! But I'm really missing my favorite sisters! Especially because they can't go to banquet tonight
sadness,I'm so depressed right now. IDK...
sadness,"holy wow, I think I could've slept all day! Soooo tired."
sadness, Well that is just completely lame. I'm sorry dude.
sadness,  Yeah I know what you mwan.
sadness,Senior's last day.
sadness,pics arent working for me here on twitter
sadness,is sad coz hyd theka's dont have beer
sadness,I'm so down again.  I wish I could share my problems with someone...
sadness,What do u see in her that i dont have  
surprise,So glad its friday! Only 1 week of schol left.  im glad its almost summer though.
sadness,Where is the sun!!
sadness,"Arghh, just found out  is going to be here at Rock the Bells and I can't go"
sadness,Fb I hate when I try &amp; support my local bookstore &amp; they never have what I need
sadness,have yet to start this paper due tonight. i have no motivation
sadness,It figures. It starts raining as I am freed from work
sadness, sorry  All the codes I have are posted on our site
sadness," well you MY man, you and your truck are 900 too many miles away!!"
sadness,Just found out that Mad Men season 3 is delayed until August.
sadness, w00t! Glad to hear it! Though I am missing watching it outside the Igloo by a day
sadness,"why i still lose followers?  the people hates me, THE WORLD hates me or maybe ... Read More: http://is.gd/Jg3I"
sadness,I hate not bringing my ipod to school
sadness," I do want to go for Peaches... but also Miss Kittin, pendulum, chase&amp;status and the bloody beetroots! its not fair"
sadness,"Far too sick to sing.  I've got a post nasal drip and a sore throat, just sent my sorry I won't be there email"
sadness,"Just helped save a runaway dog. he didn't want to be my friend, though."
sadness,bad mood now
sadness,headache headache go away
sadness, Can't test it...my demo license expired yesterday
sadness,"Ugh, still sick. This Calgary cold has lasted forever."
sadness,Still stupidly sick...cancelled our Philly trip. Sad day
sadness,Sorry. Just think - 2.5 hrs till 2 days off!
sadness,... Still feelin like blah... 3 more hours
surprise,"Just figured out why only strong guys are supposed to put heavy things on top shelves, ouch!"
sadness, i'm still thinking about that *FKC* meal I missed yesterday
sadness,Pouring outside.. Cleaning out my locker.. My bookbag is heavy and my back and arms are killing me
sadness,"bored, everyone has a social life except me, and i'm babysitting my brothers tonight til 10 and i dunno if ill be allowed out after that"
sadness,she's gone   I miss my kay way already
sadness,feelin lonely now after spendin the last 50 hours with my friends
sadness,i think i'm gay
surprise, oh mann... Me likey that!! But sadly I'm not bein auctioned on #twpp tonight
sadness,I came home thinking that maybe there was something good to eat. Apparently not.
